product_name,product_link,shop_name,shop_link,price,est_mo_sales,est_mo_revenue,est_total_sales,reviews,listing_age,favorites,avg_reviews,views,category,description_character_count,shop_age,visibility_score,conversion_rate,total_shop_sales,tags,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,image_path
"Mini Custom Watercolor Pet Portrait, Dog Portrait from Photos, Pet Painting, Tiny Paintings, Miniature Painting",https://www.etsy.com/listing/1569412573/mini-custom-watercolor-pet-portrait-dog,Cranbri,https://www.etsy.com/shop/Cranbri,33,428,14261,5140,996,12 Mo.,7370,83,208859,Art & Collectibles,,12,100,2.46,11200,"pet portrait,pet portrait custom,dog portrait,watercolor,custom dog painting,miniature painting,mini custom painting,pet painting,dog sketch portrait,painting from photo,dog print,watercolor painting,custom dog portrait",pet portrait,pet portrait custom,dog portrait,watercolor,custom dog painting,miniature painting,mini custom painting,pet painting,dog sketch portrait,painting from photo,dog print,watercolor painting,custom dog portrait,../data/images/Mini_Custom_Watercolor_Pet_Portrait__Dog_Portrait_.png
"Mini Custom Watercolor Cat Portrait, Cat Memorial, Cat Loss Gift, Cat Lover Gift, Pet Painting, Tiny Paintings, Miniature Painting",https://www.etsy.com/listing/1577605065/mini-custom-watercolor-cat-portrait-cat,Cranbri,https://www.etsy.com/shop/Cranbri,33,428,14261,5187,1005,12 Mo.,13394,83,304988,Art & Collectibles,,12,100,1.7,11200,"pet portrait,pet portrait custom,dog portrait,custom dog painting,mini custom painting,painting from photo,dog print,custom dog portrait,cat portrait,cat painting,cat illustration,cat loss gift,cat memorial",pet portrait,pet portrait custom,dog portrait,custom dog painting,mini custom painting,painting from photo,dog print,custom dog portrait,cat portrait,cat painting,cat illustration,cat loss gift,cat memorial,../data/images/Mini_Custom_Watercolor_Cat_Portrait__Cat_Memorial_.png
Custom Face Hawaiian Shirts Personalized Men Hawaiian Button Up Shirts Custom Face Shirts Summer Gifts Anniversary/Birthday/Vacation Gifts,https://www.etsy.com/listing/1713690472/custom-face-hawaiian-shirts-personalized,maciejsphotos,https://www.etsy.com/shop/maciejsphotos,66,215,14259,869,194,4 Mo.,337,48,24789,Clothing,,27,100,3.52,2214,"custom hawaii shirt,personalized shirts,custom face shirts,face hawaiian shirt,group vacation shirt,summer shirt,photo hawaii shirts,face beach shirts,custom button shirt,hawaii party,tropical shirt,hawaii shirt dog,father's day gifts",custom hawaii shirt,personalized shirts,custom face shirts,face hawaiian shirt,group vacation shirt,summer shirt,photo hawaii shirts,face beach shirts,custom button shirt,hawaii party,tropical shirt,hawaii shirt dog,father's day gifts,../data/images/Custom_Face_Hawaiian_Shirts_Personalized_Men_Hawai.png
"Webbing dog collar personalized, dog collar boy, dog collar girl, dog collar engraved, tribal dog collar, pattern dog collar, 1&quot; width",https://www.etsy.com/listing/1590734455/webbing-dog-collar-personalized-dog,SoGoodSoWood,https://www.etsy.com/shop/SoGoodSoWood,17,864,14256,9540,1370,11 Mo.,14587,124,458115,Pet Supplies,,108,100,2.08,464253,"dog collar,dog collar girl,dog collar engraved,dog,collar,collar personalized,personalized dog,engraved,pup collar,webbing dog collar,dog collar boy,pattern,tribal",dog collar,dog collar girl,dog collar engraved,dog,collar,collar personalized,personalized dog,engraved,pup collar,webbing dog collar,dog collar boy,pattern,tribal,../data/images/Webbing_dog_collar_personalized__dog_collar_boy__d.png
Rose Gold Diamond Curved Wedding Band - Moissanite Ring with Olive Branch - Antique Matching Band by Manhattan Box,https://www.etsy.com/listing/1092707932/rose-gold-diamond-curved-wedding-band,ManhattanBox,https://www.etsy.com/shop/ManhattanBox,407,35,14245,1322,522,35 Mo.,12145,14,234775,Jewelry,,48,100,0.57,13020,"diamond ring,wedding band,diamond band,rose gold,moissanite band,antique band,olive branch,manhattanbox,Womens Wedding Band,Stacking Rings,Personalized Jewelry,Curved Wedding Band",diamond ring,wedding band,diamond band,rose gold,moissanite band,antique band,olive branch,manhattanbox,Womens Wedding Band,Stacking Rings,Personalized Jewelry,Curved Wedding Band,--,../data/images/Rose_Gold_Diamond_Curved_Wedding_Band___Moissanite.png
Wolverine 3D Printed Helmet,https://www.etsy.com/listing/1761593241/wolverine-3d-printed-helmet,JNPDESIGNSTUDIO,https://www.etsy.com/shop/JNPDESIGNSTUDIO,100,131,14238,190,16,2 Mo.,566,8,23981,Accessories,,51,100,0.79,400,"Wolverine,Deadpool,xmen,Deadpool 3,Wolverine helmet,Wolverine mask,Logan,Logan mask,days of future past,Deadpool n Wolverine",Wolverine,Deadpool,xmen,Deadpool 3,Wolverine helmet,Wolverine mask,Logan,Logan mask,days of future past,Deadpool n Wolverine,--,--,--,../data/images/Wolverine_3D_Printed_Helmet.png
"Kids Personalized Wallets, Wallet for Son, Gift from Mom to son, Monogram Wallet for boys, Personalized Leather Wallet for son, Boys Wallets",https://www.etsy.com/listing/1258681489/kids-personalized-wallets-wallet-for-son,PersonalizedShed,https://www.etsy.com/shop/PersonalizedShed,40,356,14233,9717,1990,27 Mo.,4012,73,145191,Bags & Purses,,37,100,6.69,355665,"Wallet for Son,Gift from Mom to son,Boys Wallets,Monogram Wallet,Personalized Leather,Kids Wallets,Boys Wallet,Custom Kids Wallet,Kids Wallet,boy gift,gift for son,custom boys gift,Boys Gifts",Wallet for Son,Gift from Mom to son,Boys Wallets,Monogram Wallet,Personalized Leather,Kids Wallets,Boys Wallet,Custom Kids Wallet,Kids Wallet,boy gift,gift for son,custom boys gift,Boys Gifts,../data/images/Kids_Personalized_Wallets__Wallet_for_Son__Gift_fr.png
"Custom Sweatshirt, Custom Comfort Colors Sweatshirt, College Letters Crewneck, Personalized Comfort Colors, Custom Text, Vintage Sweatshirt",https://www.etsy.com/listing/1665169978/custom-sweatshirt-custom-comfort-colors,CozyPrintsWorld,https://www.etsy.com/shop/CozyPrintsWorld,43,252,14232,1246,183,7 Mo.,1128,26,48007,Clothing,,14,100,2.6,5591,"custom sweatshirt,oversized sweatshirt,custom location,college letters,custom city name,custom crewneck,customizable gift,personalized gift,comfort colors,custom pullover,custom shirt,custom logo design,bachelorette gift",custom sweatshirt,oversized sweatshirt,custom location,college letters,custom city name,custom crewneck,customizable gift,personalized gift,comfort colors,custom pullover,custom shirt,custom logo design,bachelorette gift,../data/images/Custom_Sweatshirt__Custom_Comfort_Colors_Sweatshir.png
National Parks Travel Map - Wedding Gift - Gift from Family - USA Travel Map - Anniversary Gift - Gift for Hikers - Handmade Gift - Outdoors,https://www.etsy.com/listing/1202938895/national-parks-travel-map-wedding-gift,SeeYouOnTheTrail,https://www.etsy.com/shop/SeeYouOnTheTrail,63,226,14227,6836,1332,30 Mo.,16259,44,390971,Home & Living,,57,100,1.75,16390,"national parks,national park list,usa map,gift for campers,gift for hikers,adventure gift,road trip map,gift for adventurers,trail map,nature lovers,anniversary gift,bucket list,travel map",national parks,national park list,usa map,gift for campers,gift for hikers,adventure gift,road trip map,gift for adventurers,trail map,nature lovers,anniversary gift,bucket list,travel map,../data/images/National_Parks_Travel_Map___Wedding_Gift___Gift_fr.png
First Christmas Married Ornament - Mr and Mrs Tree Christmas Ornament - Our First Christmas Married as Mr and Mrs Ornament - Personalized,https://www.etsy.com/listing/1122800889/first-christmas-married-ornament-mr-and,Keptsake,https://www.etsy.com/shop/Keptsake,20,712,14226,24288,4739,34 Mo.,11948,139,257623,Home & Living,,61,100,9.43,456628,"first christmas,first as mr mrs,mr mrs christmas,mr mrs ornament,mr mrs keepsake,mr mr christmas,mrs mrs ornament,first as mrs mrs,married ornament,Personalised gift,Personalized gift,tree,modern",first christmas,first as mr mrs,mr mrs christmas,mr mrs ornament,mr mrs keepsake,mr mr christmas,mrs mrs ornament,first as mrs mrs,married ornament,Personalised gift,Personalized gift,tree,modern,../data/images/First_Christmas_Married_Ornament___Mr_and_Mrs_Tree.png
Personalized Birthflower Name Engraved Stanley Insulated Cup Engraved Tumbler With Handle Bridesmaid Proposal Gift for Her Maid Of Honor Mom,https://www.etsy.com/listing/1682971245/personalized-birthflower-name-engraved,TuscanyAvenueCo,https://www.etsy.com/shop/TuscanyAvenueCo,67,122,14204,505,70,7 Mo.,238,10,27809,Home & Living,,14,100,1.82,3482,"custom 30oz stanley,custom kids tumbler,engagement gift,engraved stanley,engraved stanley cup,engraved tumbler,gift for bridesmaid,gift for wedding,mom birthday gift,personalized gift,personalized stanley,personalized tumbler,stanley cup tumbler",custom 30oz stanley,custom kids tumbler,engagement gift,engraved stanley,engraved stanley cup,engraved tumbler,gift for bridesmaid,gift for wedding,mom birthday gift,personalized gift,personalized stanley,personalized tumbler,stanley cup tumbler,../data/images/Personalized_Birthflower_Name_Engraved_Stanley_Ins.png
"14K Gold Pinky Signet Ring, Initial Ring, Personalized Jewelry, Gold Dainty Ring, Gift for Her, Valentines Day Gift, XW169",https://www.etsy.com/listing/1398215043/14k-gold-pinky-signet-ring-initial-ring,DaintyPersonalizedCo,https://www.etsy.com/shop/DaintyPersonalizedCo,54,263,14202,5276,1203,20 Mo.,14162,60,350186,Jewelry,,41,100,1.51,148209,"Initial Ring,Letter Ring,Custom Engraved Ring,Personalized Ring,Initial Jewelry,Gift for Her,Signet Ring,Pinky Ring,Initial Signet Ring,Birthday Gift,Gold Ring,Dainty Ring,Rings for Women",Initial Ring,Letter Ring,Custom Engraved Ring,Personalized Ring,Initial Jewelry,Gift for Her,Signet Ring,Pinky Ring,Initial Signet Ring,Birthday Gift,Gold Ring,Dainty Ring,Rings for Women,../data/images/14K_Gold_Pinky_Signet_Ring__Initial_Ring__Personal.png
"Custom EMBROIDERED Pet Sweatshirt, Pet Gifts, Custom Dog Portrait Sweatshirt, Pet Face Shirt, Dog Mom Gift, Dog Embroidery, Pet Crewneck",https://www.etsy.com/listing/1423931583/custom-embroidered-pet-sweatshirt-pet,PetCreativo,https://www.etsy.com/shop/PetCreativo,58,135,14191,279,42,19 Mo.,5491,2,118204,Clothing,,46,100,0.24,18231,"dog sweatshirt,custom sweatshirt,custom dog,custom dog shirt,pet hoodie,pet shirt,dog photo Sweatshirt,dog mom gift,pet gifts,embroidered dog,dog embroidery,cat embroidery,pet embroidery",dog sweatshirt,custom sweatshirt,custom dog,custom dog shirt,pet hoodie,pet shirt,dog photo Sweatshirt,dog mom gift,pet gifts,embroidered dog,dog embroidery,cat embroidery,pet embroidery,../data/images/Custom_EMBROIDERED_Pet_Sweatshirt__Pet_Gifts__Cust.png
"Comfort Colors TShirt, Retro Custom Collage T Shirt, Pet Shirt, Retro 90&#39;s Shirt, Vintage Unisex Tee, Custom Cat Shirt, Personalized Gift,",https://www.etsy.com/listing/1526645329/comfort-colors-tshirt-retro-custom,EmeraldandJadeCo,https://www.etsy.com/shop/EmeraldandJadeCo,30,473,14190,6630,1765,14 Mo.,6068,126,210532,Clothing,,40,100,3.15,56296,"crewneck,comfort colors,oversized,custom dog shirt,dog mom,custom pet shirt,Dog Collage,Collage Shirt,tiktok,pet tshirt,cat t shirt,unisex,viral collage t",crewneck,comfort colors,oversized,custom dog shirt,dog mom,custom pet shirt,Dog Collage,Collage Shirt,tiktok,pet tshirt,cat t shirt,unisex,viral collage t,../data/images/Comfort_Colors_TShirt__Retro_Custom_Collage_T_Shir.png
"Christian Whole Shop Bundle PNG SVG, Scripture God Quotes Christian Religious Designs Jesus Christ, Tshirt Faith Clothing Bible Shirt Holy",https://www.etsy.com/listing/1758991469/christian-whole-shop-bundle-png-svg,EpicMediaVault,https://www.etsy.com/shop/EpicMediaVault,197,72,14183,162,9,2 Mo.,189,4,4609,Art & Collectibles,,6,100,3.51,469,"bible scripture svg,bible verse designs,christian shirt png,christian svg bundle,commercial license,digital downloads,entire store bundle,faith tshirt design,whole shop bundle,jesus christ faith,god quotes,religious svg,prayer cross",bible scripture svg,bible verse designs,christian shirt png,christian svg bundle,commercial license,digital downloads,entire store bundle,faith tshirt design,whole shop bundle,jesus christ faith,god quotes,religious svg,prayer cross,../data/images/Christian_Whole_Shop_Bundle_PNG_SVG__Scripture_God.png
Custom Pressed Flower Frame - Wedding Flowers or Other Event Flowers,https://www.etsy.com/listing/1680273789/custom-pressed-flower-frame-wedding,StagRidgeMercantile,https://www.etsy.com/shop/StagRidgeMercantile,75,189,14175,875,19,7 Mo.,3065,2,105243,,,38,100,0.83,4602,"Wedding Flowers,Wedding Flower Frame,Floral Preservation,Flower Preservation,Pressed Flowers,Wedding Gift,Wedding Floral Gift,Wedding Memory,Pressed Flower Frame,Custom Wedding Gift,Custom Floral Art,Custom Floral Gift,Funeral Flowers",Wedding Flowers,Wedding Flower Frame,Floral Preservation,Flower Preservation,Pressed Flowers,Wedding Gift,Wedding Floral Gift,Wedding Memory,Pressed Flower Frame,Custom Wedding Gift,Custom Floral Art,Custom Floral Gift,Funeral Flowers,../data/images/Custom_Pressed_Flower_Frame___Wedding_Flowers_or_O.png
"14K Gold Rope Chain Gold Rope Chain Necklace 2mm 2.3mm 2.5mm 3mm 3.5mm 4mm 6mm 18-26 inches, 14K Gold Rope Chain, 14K Gold Chain,  Men Women",https://www.etsy.com/listing/1096424948/14k-gold-rope-chain-gold-rope-chain,BOSPHORUSGOLD,https://www.etsy.com/shop/BOSPHORUSGOLD,189,75,14175,2633,843,35 Mo.,7769,24,482072,Jewelry,,40,100,0.55,28427,"diamon cut chain,necklace,Rope chain,diamond cut,men,women,10k gold chain,Real gold rope chain,14k rope chain,real 14k gold chain,real gold rope,14k rope necklace,gold necklace",diamon cut chain,necklace,Rope chain,diamond cut,men,women,10k gold chain,Real gold rope chain,14k rope chain,real 14k gold chain,real gold rope,14k rope necklace,gold necklace,../data/images/14K_Gold_Rope_Chain_Gold_Rope_Chain_Necklace_2mm_2.png
"Father of the bride gift, custom personalized cufflinks, Daughter&#39;s Wedding Gift for Father，Forever Your Little Girl Wedding Cufflinks",https://www.etsy.com/listing/1537435557/father-of-the-bride-gift-custom,FrankHappiness,https://www.etsy.com/shop/FrankHappiness,40,360,14173,4694,913,13 Mo.,8846,70,141957,Accessories,,20,100,3.35,18238,"Father of the bride,Father of bride gift,cufflinks,Gifts from Bride,personalized gift,father wedding gift,wedding gift dad,father of the groom,custom cufflinks,gift for him,engraved cufflinks,cuff links for groom,wedding cufflinks",Father of the bride,Father of bride gift,cufflinks,Gifts from Bride,personalized gift,father wedding gift,wedding gift dad,father of the groom,custom cufflinks,gift for him,engraved cufflinks,cuff links for groom,wedding cufflinks,../data/images/Father_of_the_bride_gift__custom_personalized_cuff.png
"Custom Pool Float Bachelorette Hen Party Blow-up Doll, Funny Bride Float, Groom Husband Face Inflatable Blow Up Doll Bachelorette Trip Decor",https://www.etsy.com/listing/1729642814/custom-pool-float-bachelorette-hen-party,CustAmaze,https://www.etsy.com/shop/CustAmaze,34,256,14167,791,93,3 Mo.,917,31,21442,Paper & Party Supplies,,39,100,3.69,39437,"bachelorette doll,blow up husband,bachelorette gift,float with face,blow up groom doll,groom face float,bachelorette float,bachelorette party,gift for bride,hen party pool float,inflatable doll,custom pool float,custom ring float",bachelorette doll,blow up husband,bachelorette gift,float with face,blow up groom doll,groom face float,bachelorette float,bachelorette party,gift for bride,hen party pool float,inflatable doll,custom pool float,custom ring float,../data/images/Custom_Pool_Float_Bachelorette_Hen_Party_Blow_up_D.png
"Def-Leppard And Journey Summer Stadium Tour 2024 Shirt, Journey Tour Shirt, Def Leppard Shirt, Rock Music, Def Leppard And Journey Fan Gift",https://www.etsy.com/listing/1746075674/def-leppard-and-journey-summer-stadium,KJResinMadeArt,https://www.etsy.com/shop/KJResinMadeArt,27,519,14158,1049,101,2 Mo.,144,50,21633,Clothing,,22,100,4.85,7604,"Def Leppard shirt,Journey tour 2024,Stadium tour tee,Journey fan shirt,Def Leppard fan,Rock concert tee,Def Leppard Journey,2024 Stadium Tour,2024 tour shirt,Concert t shirt,Def Leppard,Journey,Def Leppard Tour",Def Leppard shirt,Journey tour 2024,Stadium tour tee,Journey fan shirt,Def Leppard fan,Rock concert tee,Def Leppard Journey,2024 Stadium Tour,2024 tour shirt,Concert t shirt,Def Leppard,Journey,Def Leppard Tour,../data/images/Def_Leppard_And_Journey_Summer_Stadium_Tour_2024_S.png
"Wedding Guest Book, Wood Guest Book, Guest Book, Photobooth Guestbook, Wooden Guest Book, Personalized Photo Album, Wedding Album",https://www.etsy.com/listing/533212969/wedding-guest-book-wood-guest-book-guest,RedBerryGuestBooks,https://www.etsy.com/shop/RedBerryGuestBooks,53,264,14121,23307,5291,88 Mo.,28476,60,883852,Weddings,,123,100,2.64,110691,"wooden guest book,wedding guest book,Wedding Guestbook,rustic guest book,wooden guestbook,engagement gift,Wood Guest Book,Guest Book,Wedding Album,personalized wedding,guestbook,anniversary gift,photobooth guestbook",wooden guest book,wedding guest book,Wedding Guestbook,rustic guest book,wooden guestbook,engagement gift,Wood Guest Book,Guest Book,Wedding Album,personalized wedding,guestbook,anniversary gift,photobooth guestbook,../data/images/Wedding_Guest_Book__Wood_Guest_Book__Guest_Book__P.png
Harris Walz Shirt President Kamala Harris 2024 Shirt Election Shirt Kamala Rally Tshirt Tim Walz VP Tee Elect Kamala Harris Walz T Shirt Tee,https://www.etsy.com/listing/1759815990/harris-walz-shirt-president-kamala,LoveLainia,https://www.etsy.com/shop/LoveLainia,34,393,14104,621,74,1 Mo.,329,74,12491,Clothing,,33,100,4.97,13847,"Harris Walz Shirt,Harris 2024 Shirt,Harris Walz Tshirt,Kamala Walz Shirt,Tim Walz Shirt,Kamala Harris Shirt,Elect Kamala Harris,Election Shirt Tee,Vote Kamala T Shirt,President Harris tee,Democrat Campaign,politic shirt blue,harris walz 2024",Harris Walz Shirt,Harris 2024 Shirt,Harris Walz Tshirt,Kamala Walz Shirt,Tim Walz Shirt,Kamala Harris Shirt,Elect Kamala Harris,Election Shirt Tee,Vote Kamala T Shirt,President Harris tee,Democrat Campaign,politic shirt blue,harris walz 2024,../data/images/Harris_Walz_Shirt_President_Kamala_Harris_2024_Shi.png
